id,title,question,date,aye_votes,no_votes,mover,mover_party,division_type,bill_type,portfolio,orig_house,status,conscience_vote,Coalition,Australian Labor Party,Australian Greens,Ms Chaney,Ms Daniel,Dr Haines,Dr M Ryan,Dr Scamps,Ms Spender,Ms Steggall,Ms Tink,Mr Wilkie,Ms Le
2131,Suspension of standing and sessional orders,That the motion be agreed to,2024-02-12T13:25:58.24,62,77,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2132,Suspension of standing and sessional orders,That the motion be agreed to,2024-02-14T16:40:55.83,53,87,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,No
2133,Motion: Private Member,That the motion be agreed to,2024-02-14T16:48:40.793,86,42,Mr Wilkie,Independent,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2134,Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024,2nd reading—That the amendment be agreed to,2024-02-15T08:17:30.713,5,88,Mr Bates,Australian Greens,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,No,No,No,No,No,,No,No,Aye,
2135,Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024,2nd reading—That the amendment be agreed to,2024-02-15T10:06:36.62,51,87,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,,No,No,No,No
2136,Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024,Detail amendments—That Opposition amendment (1) be agreed to,2024-02-15T10:16:20.323,51,84,Mr Hamilton,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,,,No,No,No,
2137,Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024,Detail amendment—That Opposition amendment (2) be agreed to,2024-02-15T10:33:10.4,51,83,Mr Wolahan,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,,,No,,,
2138,Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024,Detail amendment—That the Opposition amendment be agreed to,2024-02-15T10:49:31.673,51,83,Mr van Manen,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,,,No,,,No
2139,Suspension of standing and sessional orders,That the motion be agreed to,2024-02-26T08:53:44.967,6,77,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,,Aye,,,No,,,Aye,
2140,Suspension of standing and sessional orders,That the amendment be agreed to,2024-02-27T10:02:47.433,64,75,Mr Sukkar,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,Aye
2141,Help to Buy Bill 2023,That the bill be read a second time,2024-02-28T17:31:04.023,85,55,Ms Collins,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2142,Help to Buy Bill 2023,Detail amendments—That the amendments be agreed to,2024-02-28T17:50:24.937,16,67,Ms Spender,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2143,Help to Buy Bill 2023,Detail amendments—That the amendments be agreed to,2024-02-28T18:20:05.967,12,62,Ms Le,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2144,Suspension of standing and sessional orders,That the motion be agreed to,2024-02-29T08:42:38.423,12,57,Mr Gee,Independent,procedural,,,,,FALSE,No,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2145,Competition and Consumer Amendment (Fair Go for Consumers and Small Business) Bill 2024,Detail amendment—That the amendment be agreed to,2024-02-29T13:20:23.547,15,57,Ms Steggall,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2147,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-18T08:25:17.12,6,63,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,,Aye,,,No,,,Aye,
2148,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-18T12:41:22.247,16,54,Dr Haines,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2149,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-18T13:06:01.087,15,53,Ms Steggall,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2150,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-18T13:11:59.417,14,53,Mr Bandt,Australian Greens,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2151,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-18T13:18:13.297,48,79,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,Aye
2152,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,Detail amendments—That the Opposition amendments be agreed to,2024-03-18T13:25:47.807,54,65,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,Aye
2153,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023,Detail amendments—That the amendments be agreed to,2024-03-18T13:43:18.813,15,48,Ms Spender,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2154,Superannuation (Objective) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-19T10:16:19.037,61,81,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,,Aye,No,Aye,Aye,,Aye,Aye,No,Aye
2155,Closure of member,That the member be no longer heard,2024-03-19T16:35:40.813,49,87,Mr McCormack,The Nationals,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,No,No,,No,No,No,No,No,No,No,No,No
2156,Closure of member,That the member be no longer heard,2024-03-19T18:16:27.227,49,81,Mr Stevens,Liberal Party of Australia,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,No,No,,No,No,No,,,,,No,No
2158,Administrative Review Tribunal Bill 2023,That the bill be read a second time,2024-03-21T08:00:45.447,86,52,Mr Dreyfus,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2159,Administrative Review Tribunal (Consequential and Transitional Provisions No. 1) Bill 2023,2nd reading—That the amendment be agreed to,2024-03-21T09:09:02.323,13,54,Ms Tink,Independent,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2160,Administrative Review Tribunal (Consequential and Transitional Provisions No. 1) Bill 2023,Detail amendment—That the amendment be agreed to,2024-03-21T10:51:32.693,14,48,Mr Wilkie,Independent,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2161,Administrative Review Tribunal (Consequential and Transitional Provisions No. 1) Bill 2023,Detail amendment—That the amendment be agreed to,2024-03-21T11:52:12.137,14,43,Ms Le,Independent,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2162,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-21T12:16:54.557,12,53,Ms Tink,Independent,procedural,,,,,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2163,Australian Research Council Amendment (Review Response) Bill 2023,Senate amendments—That the amendments be agreed to,2024-03-21T12:53:41.897,82,51,Mr Clare,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2165,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-25T12:28:00.2,12,41,Mr Bandt,Australian Greens,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2166,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-25T13:29:07.017,13,52,Mr Katter,Katter's Australian Party,procedural,,,,,FALSE,,No,Aye,No,Aye,Aye,Aye,,No,Aye,Aye,Aye,Aye
2167,Closure of question,That the question be put,2024-03-25T16:51:28.63,58,14,Mr Burke,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2168,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-25T18:09:57.387,14,55,Mr Bandt,Australian Greens,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2169,Closure of question,That the question be put,2024-03-25T18:14:55.997,57,14,Mr Burke,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2170,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-03-25T18:20:26.557,10,60,Ms Watson-Brown,Australian Greens,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,No
2171,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,That the bill be read a second time,2024-03-25T18:25:58.737,58,13,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2172,Suspension of standing and sessional orders—Contingent notice,That the amendment be agreed to,2024-03-26T10:37:36.797,13,73,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye
2173,Suspension of standing and sessional orders—Contingent notice,That the amendment be agreed to,2024-03-26T12:45:46.523,70,13,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,,No
2174,Suspension of standing and sessional orders—Contingent notice,"That the motion, as amended, be agreed to",2024-03-26T12:51:29.787,36,13,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,,No
2175,Migration Amendment (Removal and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-03-26T12:54:25.323,12,39,Mr Chandler-Mather,Australian Greens,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2176,Migration Amendment (Removal and Other Measures) Bill 2024,That the bill be read a second time,2024-03-26T13:41:32.347,50,13,Mr Giles,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2177,Migration Amendment (Removal and Other Measures) Bill 2024,Detail amendments—That the Opposition amendment be agreed to,2024-03-26T13:45:25.803,45,84,Mr Tehan,Liberal Party of Australia,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,,,No,No,
2178,Migration Amendment (Removal and Other Measures) Bill 2024,That the bill be agreed to,2024-03-26T13:54:21.343,93,12,,,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2179,Migration Amendment (Removal and Other Measures) Bill 2024,That the bill be read a third time,2024-03-26T14:03:18.97,102,13,,,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2180,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-26T16:01:04.423,15,37,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2181,Closure of question,That the question be put,2024-03-26T16:07:14.703,51,13,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2182,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,Detail amendments—That the amendments be agreed to,2024-03-26T17:22:07.573,14,52,Ms Steggall,Independent,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2183,Closure of question,That the question be put,2024-03-26T17:27:06.977,60,13,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2184,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,Detail amendments—That the amendments be agreed to,2024-03-26T17:39:57.377,79,57,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,Aye,,Aye,No,No,No,No,Aye,No,No,Aye,
2185,Closure of question,That the question be put,2024-03-26T17:47:50.433,47,14,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2186,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,Detail amendment—That the amendment be agreed to,2024-03-26T18:00:44.667,14,55,Ms Spender,Independent,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2187,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,"That the bill, as amended, be agreed to",2024-03-26T18:08:16.887,54,13,,,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2188,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024,That the bill be read a third time,2024-03-26T18:12:59.983,55,13,Ms M. M. H. King,Australian Labor Party,bill,Government,"Industry, Science and Resources",House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2189,Agriculture (Biosecurity Protection) Levies Bill 2024,2nd reading—That the amendment be agreed to,2024-03-27T11:15:48.22,62,77,Mr Littleproud,Liberal National Party of Queensland,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Not Proceeding,FALSE,Aye,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2190,Agriculture (Biosecurity Protection) Levies Bill 2024,That the bill be read a second time,2024-03-27T11:23:34.617,74,65,Ms C King,Australian Labor Party,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Not Proceeding,FALSE,No,Aye,No,,No,No,No,No,No,No,No,No,
2191,Agriculture (Biosecurity Protection) Charges Bill 2024,That the bill be agreed to,2024-03-27T11:30:54.503,74,67,,,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Not Proceeding,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2192,Agriculture (Biosecurity Protection) Levies and Charges Collection Bill 2024,That the bill be read a second time,2024-03-27T11:38:32.707,74,67,Ms C King,Australian Labor Party,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Not Proceeding,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2193,Closure of question,That the question be put,2024-03-27T11:42:46.007,74,63,Ms Kearney,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,,No,
2194,Proposed reference to committee,That the motion be agreed to,2024-03-27T12:17:23.95,56,80,Mr Ted O'Brien,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,,No,No,Aye,No,No,No,No,,No,
2195,Suspension of standing and sessional orders,That the motion be agreed to,2024-03-27T12:22:24.46,15,51,Mr Wilkie,Independent,procedural,,,,,FALSE,,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2208,Suspension of standing orders,That the motion be agreed to,2024-05-14T09:30:39.157,13,97,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2209,Communications Legislation Amendment (Prominence and Anti-siphoning) Bill 2023,Detail amendments—That the amendments (1) and (2) be agreed to,2024-05-14T17:36:05.74,13,61,Ms Tink,Independent,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,
2210,Treasury Laws Amendment (Support for Small Business and Charities and Other Measures) Bill 2023,Senate amendments be disagreed to,2024-05-15T08:11:17.283,75,18,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,,
2211,Therapeutic Goods and Other Legislation Amendment (Vaping Reforms) Bill 2024,2nd reading—That the amendment be agreed to,2024-05-15T13:17:21.247,55,84,Mr Conaghan,The Nationals,bill,Government,Health and Aged Care,House of Representatives,Act,FALSE,Aye,No,,,No,No,No,No,,No,No,,No
2212,Suspension of standing orders—Contingent notice,That the motion be agreed to,2024-05-16T08:29:04.993,81,66,Mr Burke,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,,No,No,No,No,No
2213,Closure of question,That the question be put,2024-05-16T10:25:59.29,81,67,Mr Burke,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,No,No
2214,New Vehicle Efficiency Standard Bill 2024,That the bill be read a third time,2024-05-16T10:34:38.85,90,58,Ms C King,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2215,Closure of member,That the Member be no longer heard (Mover),2024-05-16T10:40:46.7,82,66,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2216,Closure of member ,That the Member be no longer heard (Seconder),2024-05-16T10:48:25.847,82,66,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2217,Closure of question,That the question be put,2024-05-16T10:54:45.55,82,66,Mr Burke,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2218,New Vehicle Efficiency Standard (Consequential Amendments) Bill 2024,That the bill be read a second time,2024-05-16T11:00:31.07,90,56,Ms C King,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2219,Suspension of standing orders—Contingent notice,That the motion be agreed to,2024-05-16T11:07:12.147,81,64,Mr Burke,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,
2220,New Vehicle Efficiency Standard (Consequential Amendments) Bill 2024,That the bill be read a third time,2024-05-16T11:13:35.35,89,56,Mr Bowen,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2221,Suspension of standing orders,That the motion be agreed to,2024-05-16T11:19:12.43,65,77,Mr Ted O'Brien,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2222,Digital ID Bill 2024,That the bill be read a second time,2024-05-16T16:38:46.857,87,56,Mr Jones,Australian Labor Party,bill,Government,Finance,Senate,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2223,Financial Framework (Supplementary Powers) Amendment Bill 2024,Detail amendments—That the amendments (2) and (4) be agreed to,2024-05-16T16:52:02.23,15,75,Dr Haines,Independent,bill,Government,Finance,Senate,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2224,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023,2nd reading—That the amendment be agreed to,2024-05-16T16:57:31.453,10,55,Ms Tink,Independent,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2225,Treasury Laws Amendment (Better Targeted Superannuation Concessions And Other Measures) Bill 2023,That the bill be read a second time,2024-05-16T17:25:46.853,76,64,Mr Jones,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,Aye,
2226,Administrative Review Tribunal Bill 2024,Senate amendments - That the amendments be agreed to,2024-05-28T16:17:50.877,86,53,Mr Dreyfus,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2227,Attorney-General’s Portfolio Miscellaneous Measures Bill 2023,That the amendment be agreed to,2024-05-28T16:26:53.667,87,52,Mr Dreyfus,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2228,Treasury Laws Amendment (Support for Small Business and Charities and Other Measures) Bill 2023,That the House insist on disagreeing to the amendments insisted on by the Senate,2024-05-28T16:35:38.357,73,68,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2229,Suspension of standing orders,That the motion be agreed to,2024-05-29T07:57:25.12,5,80,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,No,,,,No,,,Aye,
2230,Illegal Logging Prohibition Amendment (Strengthening Measures to Prevent Illegal Timber Trade) Bill 2024,2nd reading—That the amendment be agreed to,2024-05-29T10:42:23.413,11,102,Dr M Ryan,Independent,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Act,FALSE,No,No,Aye,,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,
2231,Treasury Laws Amendment (Delivering Better Financial Outcomes and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-05-29T10:51:48.487,58,75,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2232,Proposed reference to committee,That the motion be agreed to,2024-05-30T08:25:51.38,55,82,Mr Littleproud,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,Aye,No,Aye,No,No,No,,No,No,
2233,Net Zero Economy Authority Bill 2024,That the bill be read a second time,2024-06-04T09:41:09.987,88,53,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,Aye
2234,Net Zero Economy Authority Bill 2024,Detail amendments—That the amendments (1) and (2) be agreed to,2024-06-04T16:22:17.247,13,45,Dr Scamps,Independent,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,,Aye,,Aye,Aye,Aye,Aye
2235,Net Zero Economy Authority (Transitional Provisions) Bill 2024,Detail amendment—That the amendment be agreed to,2024-06-04T16:47:07.073,12,43,Ms Spender,Independent,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2236,Net Zero Economy Authority Bill 2024,"Detail amendments—That the amendments (1) to (8), (14) and (15) be agreed to",2024-06-04T17:04:30.597,8,44,Dr Haines,Independent,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2237,Net Zero Economy Authority Bill 2024,"Detail amendments—That the amendments (9) to (11), (16) and (17) be agreed to",2024-06-04T17:21:01.503,8,29,Dr Haines,Independent,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2238,Net Zero Economy Authority Bill 2024,Detail amendments—That the amendments (1) to (18) be agreed to,2024-06-04T17:42:26.627,12,36,Ms Steggall,Independent,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2239,Net Zero Economy Authority Bill 2024,"That the bill, as amended, be agreed to",2024-06-04T17:58:50.87,82,51,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,,,Aye,Aye,Aye,Aye,
2240,Net Zero Economy Authority (Transitional Provisions) Bill 2024,That the bill be read a second time,2024-06-04T18:16:45.44,86,51,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2241,National Disability Insurance Scheme Amendment (Getting the NDIS Back on Track No. 1) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-05T08:06:15.577,57,82,Mr Sukkar,Liberal Party of Australia,bill,Government,National Disability Insurance Scheme,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,,Aye,Aye,Aye,Aye,No,No
2242,National Disability Insurance Scheme Amendment (Getting the NDIS Back on Track No. 1) Bill 2024,"Detail amendments—That the amendments (2), (4) to (6) and (9) to (13) be agreed to",2024-06-05T12:31:17.073,14,34,Ms Chaney,Independent,bill,Government,National Disability Insurance Scheme,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,Aye
2243,Closure of member,That the member be no longer heard,2024-06-05T12:36:41.09,92,5,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,,,No,,,,,,,
2244,Closure of member,That the member be no longer heard,2024-06-05T15:36:23.92,83,6,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,,,No,,,,,No,,
